doc_id,dname,gender,qualification,job_specification,hosp_name
704,Terry Thomas,M,MS,Nephrologist,American Mission Hospital
705,Nicholas Hampton,M,Residency,Surgeon,Emirates Hospital
706,Bethany Owens,M,Board Certified,Radiologist,Bahrain Defence Force Hospital
707,Charles Shields,M,MD,Opthalmologist,King Hamad University Hospital
708,Karen Mcdonald,M,Board Certified,Anatomy,King Faisal Specialist Hospital & Research Centre
709,Kara Berger,M,Board Certified,Pediatrician,Bahrain Defence Force Hospital
710,Jonathan Smith,F,D.M.,Psychiatrist,King Hamad University Hospital
711,Natalie Booker,M,Residency,Psychiatrist,King Faisal Specialist Hospital & Research Centre
712,Angela Adams,M,BPT,Radiologist,Mayo Clinic
713,Thomas Avery,M,Board Certified,Psychiatrist,St Thomas Hospital London
714,Shelly Stone,M,MS,Surgeon,Bahrain Defence Force Hospital
715,Amy Flores,M,Board Certified,Nephrologist,Emirates Hospital
716,Brandon Hernandez,M,Board Certified,Anatomy,King Faisal Specialist Hospital & Research Centre
717,Jennifer Martin,M,MD,Surgeon,Emirates Hospital
718,Timothy Jenkins,M,MD,Opthalmologist,Emirates Hospital
719,Mr. Jordan Sanders,F,Residency,Anesthologist,Dar Al Shifa Hospital
720,Charlene Williams,M,MD,Opthalmologist,Dar Al Shifa Hospital
721,Mark Shepherd,F,Residency,Anatomy,King Faisal Specialist Hospital & Research Centre
722,Russell Short,F,D.M.,Pediatrician,King Faisal Specialist Hospital & Research Centre
723,Allen Schmidt,F,BPT,Dermatologist,Mayo Clinic
724,Donna Ray DDS,M,MS,Nephrologist,Al-Hilal Hospital
725,Justin Rasmussen,M,Residency,Dermatologist,King Faisal Specialist Hospital & Research Centre
726,John Olsen,M,Board Certified,Radiologist,Emirates Hospital
727,Todd Lam,M,Board Certified,Opthalmologist,American Mission Hospital
728,Levi Mccall,M,Residency,Anatomy,King Hamad University Hospital
729,Vincent Baker,F,BPT,Anatomy,Bahrain Defence Force Hospital
730,Donna Campbell,M,BPT,Anesthologist,Mayo Clinic
731,Kristin Brown,F,D.M.,Anesthologist,Bahrain Defence Force Hospital
732,Wendy Valencia,M,D.M.,Anatomy,Al-Hilal Hospital
733,David Wall,F,Board Certified,Psychiatrist,King Hamad University Hospital
734,Mary Moreno,M,MD,Nephrologist,Al-Hilal Hospital
735,Tina Lawrence,M,Board Certified,Anesthologist,St Thomas Hospital London
736,Denise Parrish,M,MD,Nephrologist,King Hamad University Hospital
737,Tiffany Ball,M,MD,Dermatologist,American Mission Hospital
738,Stacey Manning,M,Residency,Surgeon,King Faisal Specialist Hospital & Research Centre
739,Joanna Moss,M,D.M.,Physiotherapist,Salamaniya Hospital
740,Samantha Page,M,MS,Physiotherapist,Salamaniya Hospital
741,Lynn Mann,F,Residency,Surgeon,Dar Al Shifa Hospital
742,Sarah Mcbride,M,D.M.,Physiotherapist,St Thomas Hospital London
743,Melissa Nelson,M,D.M.,Nephrologist,King Faisal Specialist Hospital & Research Centre
744,Christina Ramos,M,Residency,Anesthologist,St Thomas Hospital London
745,Diane Willis,M,Residency,Anatomy,Emirates Hospital
746,Randy Ray,M,MD,Dermatologist,St Thomas Hospital London
747,Jennifer Garcia,F,MD,Dermatologist,Bahrain Defence Force Hospital
748,Katelyn Long,M,MS,Nephrologist,American Mission Hospital
749,Karen Haley,M,D.M.,Dermatologist,Mayo Clinic
750,Courtney Murphy,M,MD,Dermatologist,Salamaniya Hospital
751,Dennis Raymond,M,MD,Dermatologist,American Mission Hospital
752,Donna Reilly,M,Board Certified,Psychiatrist,Bahrain Defence Force Hospital
753,Matthew Morales,M,MBBS,Physiotherapist,Salamaniya Hospital
754,Laura Knapp,F,Board Certified,Nephrologist,Al-Hilal Hospital
755,Kyle Ballard,M,D.M.,Anatomy,Al-Hilal Hospital
756,Timothy Moreno,M,MS,Nephrologist,Emirates Hospital
757,David Vang,M,BPT,Nephrologist,Bahrain Defence Force Hospital
758,Dr. Marcus Castillo,M,D.M.,Pediatrician,Mayo Clinic
759,Leslie Morgan,F,D.M.,Nephrologist,American Mission Hospital
760,Angela Zimmerman,M,MS,Pediatrician,King Faisal Specialist Hospital & Research Centre
761,Melanie Smith,M,MS,Dermatologist,Dar Al Shifa Hospital
762,Sara Evans,M,MBBS,Psychiatrist,Bahrain Defence Force Hospital
763,Charles West,M,MD,Opthalmologist,Emirates Hospital
764,Amanda Richards,M,Residency,Anatomy,Mayo Clinic
765,John Armstrong,M,Board Certified,Dermatologist,Dar Al Shifa Hospital
766,Jeff Morales,M,D.M.,Opthalmologist,Mayo Clinic
767,Joseph Thompson,F,MD,Anesthologist,King Hamad University Hospital
768,Elizabeth Doyle,M,MBBS,Anesthologist,King Hamad University Hospital
769,Rebecca Hall,M,Residency,Surgeon,Bahrain Defence Force Hospital
770,Shawn Alvarez,M,Residency,Psychiatrist,Emirates Hospital
771,Larry Walker,M,Residency,Pediatrician,Mayo Clinic
772,Jeffery Adkins,M,MS,Opthalmologist,King Faisal Specialist Hospital & Research Centre
773,Caroline Martinez,M,MBBS,Psychiatrist,Salamaniya Hospital
774,Jessica Leach,M,D.M.,Dermatologist,King Hamad University Hospital
775,Aaron Murphy,M,Board Certified,Surgeon,Salamaniya Hospital
776,Daniel Rivas,M,Board Certified,Anesthologist,King Hamad University Hospital
777,William Larsen,M,Board Certified,Opthalmologist,Mayo Clinic
778,Christopher Moore,F,MS,Nephrologist,Mayo Clinic
779,Andrew Bullock,F,D.M.,Radiologist,Dar Al Shifa Hospital
780,Kyle Short,M,Board Certified,Dermatologist,Dar Al Shifa Hospital
781,Monique King,F,Residency,Dermatologist,Emirates Hospital
782,Stacie Weber,M,MS,Anatomy,Emirates Hospital
783,Maria Pacheco,M,MD,Nephrologist,Al-Hilal Hospital
784,Tony Becker,M,MD,Psychiatrist,Salamaniya Hospital
785,Richard Hopkins,M,MD,Anatomy,Mayo Clinic
786,William Fisher,F,D.M.,Radiologist,Mayo Clinic
787,Nicholas Shepard,M,BPT,Surgeon,Emirates Hospital
788,Christopher Horne,M,MS,Dermatologist,Mayo Clinic
789,Brenda Chapman,M,Residency,Pediatrician,King Faisal Specialist Hospital & Research Centre
790,Timothy Allen,M,Residency,Radiologist,Bahrain Defence Force Hospital
791,Jennifer Hill,M,MD,Surgeon,Salamaniya Hospital
792,Richard Osborn,M,MBBS,Anesthologist,St Thomas Hospital London
793,Steven Oliver,M,MBBS,Opthalmologist,St Thomas Hospital London
794,Bryan Chung,F,Board Certified,Psychiatrist,Bahrain Defence Force Hospital
795,Michelle Jones,M,Residency,Opthalmologist,Emirates Hospital
796,Matthew Wright,M,Board Certified,Opthalmologist,King Faisal Specialist Hospital & Research Centre
797,Sherry Trujillo,M,Residency,Psychiatrist,Bahrain Defence Force Hospital
798,Frank Fleming,F,BPT,Anatomy,Mayo Clinic
799,Crystal Ryan,M,Board Certified,Physiotherapist,Emirates Hospital
800,Jennifer Ali,M,D.M.,Nephrologist,Emirates Hospital
801,Ralph Miles,M,Residency,Physiotherapist,King Faisal Specialist Hospital & Research Centre
802,Mark Bailey,M,MD,Nephrologist,American Mission Hospital
803,Matthew Dorsey,M,D.M.,Surgeon,St Thomas Hospital London
804,Dillon Cordova,M,MD,Anesthologist,American Mission Hospital
805,Kayla Thompson,M,BPT,Anesthologist,Dar Al Shifa Hospital
806,Lisa Watson,F,Board Certified,Psychiatrist,King Faisal Specialist Hospital & Research Centre
807,Carlos Costa,M,MBBS,Radiologist,Mayo Clinic
808,Jeffrey Lee,M,D.M.,Anesthologist,King Faisal Specialist Hospital & Research Centre
809,Nicole Estrada,M,Board Certified,Nephrologist,King Hamad University Hospital
810,Cynthia Johnson,M,MD,Psychiatrist,Al-Hilal Hospital
811,Jamie Shaffer,M,BPT,Radiologist,Mayo Clinic
812,Robert Simpson,M,MBBS,Anesthologist,Salamaniya Hospital
813,Sarah Fernandez,M,MS,Pediatrician,St Thomas Hospital London
814,Cynthia Montgomery,M,MBBS,Surgeon,Emirates Hospital
815,Stephanie Torres,M,MD,Psychiatrist,Salamaniya Hospital
816,Lisa Bryant,M,MBBS,Pediatrician,Al-Hilal Hospital
817,Gabriel Mejia,F,Residency,Radiologist,Mayo Clinic
818,Jerry Jones,F,Residency,Physiotherapist,American Mission Hospital
819,Jessica Taylor,M,MD,Anatomy,Mayo Clinic
820,Terry Hatfield,M,MD,Dermatologist,St Thomas Hospital London
821,Anthony Green,M,BPT,Opthalmologist,Bahrain Defence Force Hospital
822,Bill Alexander,M,MS,Psychiatrist,Mayo Clinic
823,Walter Baker,M,MS,Nephrologist,King Faisal Specialist Hospital & Research Centre
824,Michael Miller,M,Residency,Psychiatrist,St Thomas Hospital London
825,Logan Wright,M,Board Certified,Opthalmologist,Dar Al Shifa Hospital
826,Alyssa Jones,M,Residency,Anatomy,Al-Hilal Hospital
827,Charles Cline,M,Board Certified,Opthalmologist,King Hamad University Hospital
828,Daniel Smith,M,D.M.,Physiotherapist,King Faisal Specialist Hospital & Research Centre
829,Jerry Reyes,F,MS,Dermatologist,King Hamad University Hospital
830,Madison Anderson,F,Board Certified,Opthalmologist,Mayo Clinic
831,Meagan Odom,F,Residency,Opthalmologist,Bahrain Defence Force Hospital
832,James King,M,Board Certified,Surgeon,King Hamad University Hospital
833,Alexander Rivers,M,Board Certified,Anesthologist,American Mission Hospital
834,Alan Lee,M,MD,Nephrologist,Bahrain Defence Force Hospital
835,Samantha Hart,M,Board Certified,Radiologist,American Mission Hospital
836,Christopher Wallace,M,Board Certified,Physiotherapist,American Mission Hospital
837,Laura Ryan,F,MD,Radiologist,Mayo Clinic
838,Elizabeth Baker,M,MD,Psychiatrist,Emirates Hospital
839,Jonathan Long,F,BPT,Pediatrician,King Faisal Specialist Hospital & Research Centre
840,Stacie Munoz,M,MBBS,Psychiatrist,Mayo Clinic
841,Rachel Cole,M,Residency,Opthalmologist,Mayo Clinic
842,Craig Kane,M,D.M.,Physiotherapist,Salamaniya Hospital
843,Katie Harrington,F,Board Certified,Pediatrician,Dar Al Shifa Hospital
844,Jenna Patton,M,Residency,Dermatologist,King Hamad University Hospital
845,Luis Campbell,M,Residency,Pediatrician,Bahrain Defence Force Hospital
846,Amy Harris,M,MBBS,Nephrologist,King Faisal Specialist Hospital & Research Centre
847,Steven Haynes,M,D.M.,Radiologist,Emirates Hospital
848,John Cruz,F,MS,Radiologist,Bahrain Defence Force Hospital
849,Jeff Hernandez,M,BPT,Psychiatrist,American Mission Hospital
850,Jacqueline Holmes,F,Residency,Radiologist,Al-Hilal Hospital
851,Michael Miller,M,MBBS,Radiologist,Emirates Hospital
852,Carlos Coleman,F,MS,Radiologist,King Faisal Specialist Hospital & Research Centre
853,Timothy Smith,F,MD,Dermatologist,Al-Hilal Hospital
854,Joshua Jackson,M,MBBS,Anesthologist,Dar Al Shifa Hospital
855,Dustin Clayton,M,Residency,Opthalmologist,Salamaniya Hospital
856,Travis Valentine,F,MD,Physiotherapist,Dar Al Shifa Hospital
857,Grace Phillips,M,MBBS,Surgeon,Al-Hilal Hospital
858,Edwin Lane,M,D.M.,Opthalmologist,Dar Al Shifa Hospital
859,Adam Lopez,M,MD,Opthalmologist,Dar Al Shifa Hospital
860,Kimberly Hinton,M,BPT,Dermatologist,King Hamad University Hospital
861,Marissa Quinn,M,Residency,Opthalmologist,Emirates Hospital
862,Rachel Hall,M,Residency,Pediatrician,Al-Hilal Hospital
863,Jacob Graves,M,D.M.,Dermatologist,Mayo Clinic
864,Matthew Johnson,F,D.M.,Anatomy,King Hamad University Hospital
865,Richard Miller,M,MD,Dermatologist,Emirates Hospital
866,Margaret Rocha,M,MD,Anatomy,King Hamad University Hospital
867,Pamela Morgan,F,MD,Surgeon,King Faisal Specialist Hospital & Research Centre
868,Melvin Patton,M,Residency,Psychiatrist,St Thomas Hospital London
869,Hannah Peters,M,MD,Physiotherapist,Mayo Clinic
870,Amy Bell,M,MBBS,Radiologist,King Hamad University Hospital
871,Stephanie Cunningham,M,MD,Radiologist,Dar Al Shifa Hospital
872,Kristen Foster,M,MD,Radiologist,Salamaniya Hospital
873,Robert Pena,M,Board Certified,Physiotherapist,Mayo Clinic
874,Brian Cabrera,F,BPT,Pediatrician,King Hamad University Hospital
875,Jessica Andrews,M,MS,Dermatologist,Emirates Hospital
876,Kim Harris,M,Board Certified,Physiotherapist,Bahrain Defence Force Hospital
877,Ashley Owens,M,Board Certified,Radiologist,Mayo Clinic
878,Mr. Nicholas Davis,M,MD,Anatomy,Al-Hilal Hospital
879,Amanda Russell,M,MD,Dermatologist,St Thomas Hospital London
880,Maureen Hancock,M,MBBS,Dermatologist,Bahrain Defence Force Hospital
881,James Mccall,M,BPT,Nephrologist,Mayo Clinic
882,Angela Friedman,M,MBBS,Anatomy,King Hamad University Hospital
883,Mark Cook,M,MD,Opthalmologist,Salamaniya Hospital
884,Jeffrey Gordon,M,Board Certified,Opthalmologist,King Faisal Specialist Hospital & Research Centre
885,Kenneth Marshall,M,MS,Anatomy,King Faisal Specialist Hospital & Research Centre
886,Julie Carson,M,Board Certified,Physiotherapist,Emirates Hospital
887,Eric Guerrero,M,Residency,Opthalmologist,Al-Hilal Hospital
888,Ashlee Russell,M,Residency,Opthalmologist,King Faisal Specialist Hospital & Research Centre
889,Thomas Reynolds,M,BPT,Opthalmologist,Mayo Clinic
890,Stanley Hall,M,Residency,Anesthologist,Salamaniya Hospital
891,Natalie Moore,M,Residency,Opthalmologist,Mayo Clinic
892,Timothy Garrett,M,MS,Radiologist,King Faisal Specialist Hospital & Research Centre
893,Ruben Rowe,M,BPT,Dermatologist,King Hamad University Hospital
894,Joseph Jackson,M,MBBS,Physiotherapist,Salamaniya Hospital
895,Brian Bartlett,M,Board Certified,Surgeon,King Hamad University Hospital
896,Linda Davis,M,BPT,Anatomy,Emirates Hospital
897,Arthur Scott,M,D.M.,Anatomy,Mayo Clinic
898,Sara White,M,MS,Pediatrician,Salamaniya Hospital
899,Brittany Vang,M,BPT,Physiotherapist,Al-Hilal Hospital
900,Marie Taylor,M,MBBS,Pediatrician,Dar Al Shifa Hospital
901,James Davis,M,MD,Psychiatrist,Dar Al Shifa Hospital
902,Steven Smith,M,BPT,Surgeon,Emirates Hospital
903,Cassandra Benson,M,MD,Nephrologist,American Mission Hospital
904,Jimmy Harrell,M,D.M.,Nephrologist,Dar Al Shifa Hospital
905,Justin Anderson,M,Residency,Surgeon,Dar Al Shifa Hospital
906,Carolyn Shaw,M,MD,Radiologist,Mayo Clinic
907,Melissa Fernandez,M,MD,Pediatrician,Bahrain Defence Force Hospital
908,Jonathan Ferguson,M,MD,Pediatrician,Emirates Hospital
909,John Barrett,F,MBBS,Anesthologist,Emirates Hospital
910,Blake Smith,M,MBBS,Dermatologist,King Hamad University Hospital
911,Alexander Bennett,F,MD,Nephrologist,King Hamad University Hospital
912,Jesse Avila,F,Board Certified,Pediatrician,Emirates Hospital
913,Loretta Sanders,F,Residency,Radiologist,Bahrain Defence Force Hospital
914,Amanda Garcia,M,MBBS,Dermatologist,Dar Al Shifa Hospital
915,Daniel Sawyer,M,Board Certified,Psychiatrist,Emirates Hospital
916,Glenn Ramirez,M,Residency,Psychiatrist,Bahrain Defence Force Hospital
917,Randy Wallace,M,MBBS,Anesthologist,American Mission Hospital
918,Kayla Griffin,M,D.M.,Opthalmologist,King Hamad University Hospital
919,Thomas Mann,M,Residency,Psychiatrist,King Hamad University Hospital
920,Cody Diaz,F,Board Certified,Pediatrician,St Thomas Hospital London
921,Jennifer Ford,M,MBBS,Pediatrician,Emirates Hospital
922,Roy Jones,F,BPT,Radiologist,Salamaniya Hospital
923,Stacey Barnes,M,BPT,Pediatrician,St Thomas Hospital London
924,Melissa Sullivan,M,MBBS,Anatomy,Dar Al Shifa Hospital
925,John Jacobs,M,MD,Nephrologist,Mayo Clinic
926,Emma Moreno,F,Board Certified,Anatomy,Emirates Hospital
927,Matthew Baker,M,D.M.,Physiotherapist,American Mission Hospital
928,Amy Eaton,M,Board Certified,Dermatologist,Mayo Clinic
929,Sandra Holloway,M,MBBS,Anesthologist,King Hamad University Hospital
930,Anthony Thomas,M,MD,Pediatrician,Emirates Hospital
931,Amy Terry,M,MBBS,Physiotherapist,St Thomas Hospital London
932,Tony Francis,F,Residency,Surgeon,St Thomas Hospital London
933,Travis Flynn,M,D.M.,Physiotherapist,King Hamad University Hospital
934,Jennifer Chapman,M,Board Certified,Surgeon,Al-Hilal Hospital
935,Paul Phillips,M,MBBS,Surgeon,Salamaniya Hospital
936,William Schwartz,F,BPT,Physiotherapist,Al-Hilal Hospital
937,Deanna Roy,M,Residency,Dermatologist,Dar Al Shifa Hospital
938,Ray Williams,M,Residency,Psychiatrist,King Faisal Specialist Hospital & Research Centre
939,Tyrone Russell,M,MBBS,Anesthologist,Bahrain Defence Force Hospital
940,Leon Williams,M,MS,Radiologist,Al-Hilal Hospital
941,Jeffrey Gonzales,M,Board Certified,Physiotherapist,Dar Al Shifa Hospital
942,Casey Santiago,F,Board Certified,Opthalmologist,Emirates Hospital
943,Howard Sharp,M,MBBS,Physiotherapist,Dar Al Shifa Hospital
944,Melissa Garcia,F,MBBS,Radiologist,King Faisal Specialist Hospital & Research Centre
945,Carrie Browning,F,MBBS,Anatomy,St Thomas Hospital London
946,Bobby Wells,M,MD,Anesthologist,American Mission Hospital
947,Sharon Berry,M,MS,Pediatrician,Mayo Clinic
948,Ashley Powell,F,BPT,Anesthologist,Dar Al Shifa Hospital
949,Miguel Cox,M,D.M.,Dermatologist,St Thomas Hospital London
950,Anthony Smith,M,Residency,Anesthologist,Salamaniya Hospital
951,Eddie Howard,M,BPT,Radiologist,St Thomas Hospital London
952,Robert Robertson,M,MD,Nephrologist,St Thomas Hospital London
953,Taylor Ramos,M,MD,Psychiatrist,Mayo Clinic
954,Jennifer Perez,M,Residency,Anesthologist,Bahrain Defence Force Hospital
955,Mrs. Yolanda Silva,M,D.M.,Psychiatrist,Bahrain Defence Force Hospital
956,Nathaniel Johnson,M,Residency,Physiotherapist,Mayo Clinic
957,Joseph Kane,M,MBBS,Surgeon,Salamaniya Hospital
958,Elizabeth Nunez,M,MS,Pediatrician,Emirates Hospital
959,Donna Dickerson,M,MD,Dermatologist,Al-Hilal Hospital
960,Katie Huff,M,D.M.,Anesthologist,King Hamad University Hospital
961,Jim Anderson,M,Board Certified,Physiotherapist,American Mission Hospital
962,Edward Caldwell,M,Board Certified,Anatomy,St Thomas Hospital London
963,Meghan Johnson,M,MBBS,Radiologist,Salamaniya Hospital
964,Sharon Stewart,M,Residency,Surgeon,Emirates Hospital
965,Darlene Hart MD,M,BPT,Dermatologist,Al-Hilal Hospital
966,Ashley Lambert,M,Residency,Anesthologist,Al-Hilal Hospital
967,Vincent Soto,M,Residency,Anesthologist,Mayo Clinic
968,Jocelyn Munoz,M,Residency,Opthalmologist,St Thomas Hospital London
969,Sheila Hall,M,Residency,Pediatrician,Dar Al Shifa Hospital
970,Erin Green,M,MS,Anesthologist,King Faisal Specialist Hospital & Research Centre
971,Ashley Cross,M,Board Certified,Radiologist,Dar Al Shifa Hospital
972,Cory Quinn,M,D.M.,Radiologist,Salamaniya Hospital
973,Michael Cunningham,F,MS,Opthalmologist,Bahrain Defence Force Hospital
974,William Serrano,M,D.M.,Anatomy,King Faisal Specialist Hospital & Research Centre
975,Cheryl Lewis,M,Board Certified,Anesthologist,Bahrain Defence Force Hospital
976,Samantha Robinson,M,MS,Surgeon,King Faisal Specialist Hospital & Research Centre
977,William Goodman,M,MBBS,Anesthologist,American Mission Hospital
978,Christopher Smith,M,BPT,Physiotherapist,Mayo Clinic
979,Brett Owen,M,Board Certified,Physiotherapist,Salamaniya Hospital
980,Carla Vargas,M,Board Certified,Dermatologist,Al-Hilal Hospital
981,Nancy Shaw,M,MBBS,Radiologist,Salamaniya Hospital
982,Brenda Washington,M,D.M.,Radiologist,Salamaniya Hospital
983,Vanessa Swanson,M,BPT,Radiologist,Salamaniya Hospital
984,Heather Hughes,M,MBBS,Physiotherapist,St Thomas Hospital London
985,Randy Baker,M,Residency,Opthalmologist,Salamaniya Hospital
986,Chad Morse,M,BPT,Physiotherapist,Dar Al Shifa Hospital
987,Kaitlyn Nielsen,M,BPT,Anatomy,Mayo Clinic
988,Brandy Cochran,M,BPT,Nephrologist,Emirates Hospital
989,Thomas Lynn,M,Residency,Nephrologist,American Mission Hospital
990,Connor Yu,M,MS,Pediatrician,Al-Hilal Hospital
991,Alejandra Jacobson,F,Board Certified,Physiotherapist,Dar Al Shifa Hospital
992,Herbert Allen,M,MBBS,Surgeon,King Faisal Specialist Hospital & Research Centre
993,Brian Allen,M,MS,Anatomy,King Faisal Specialist Hospital & Research Centre
994,Samuel Higgins,F,D.M.,Dermatologist,Dar Al Shifa Hospital
995,Jonathan Hayes,M,BPT,Dermatologist,Salamaniya Hospital
996,Paul Davis,M,BPT,Opthalmologist,St Thomas Hospital London
997,Miranda Ingram,M,Board Certified,Psychiatrist,King Faisal Specialist Hospital & Research Centre
998,Maureen Hoffman,M,Residency,Anatomy,King Faisal Specialist Hospital & Research Centre
999,John Evans,M,MBBS,Anatomy,Dar Al Shifa Hospital
1000,Shawn Duncan,M,MBBS,Dermatologist,St Thomas Hospital London
1001,Billy Ochoa,M,D.M.,Anesthologist,Bahrain Defence Force Hospital
1002,Dustin Butler,M,Board Certified,Anesthologist,Dar Al Shifa Hospital
1003,Nathaniel Rose,M,MS,Psychiatrist,Dar Al Shifa Hospital
1004,Amy King,M,BPT,Physiotherapist,Mayo Clinic
1005,Robert Davis,M,MS,Dermatologist,Al-Hilal Hospital
1006,Jeremiah Hall,M,D.M.,Nephrologist,Bahrain Defence Force Hospital
1007,Jeffery Wright,F,MS,Anesthologist,Emirates Hospital
1008,Paige Powell,M,Board Certified,Pediatrician,King Hamad University Hospital
1009,Nina Jones,F,MBBS,Dermatologist,Salamaniya Hospital
1010,Anthony Martinez,M,D.M.,Dermatologist,Mayo Clinic
1011,Bradley Munoz,M,Board Certified,Dermatologist,King Hamad University Hospital
1012,Erin Grant,M,MS,Anesthologist,American Mission Hospital
1013,Marie Pena,M,BPT,Surgeon,Dar Al Shifa Hospital
1014,Kevin Wilson,F,MD,Nephrologist,Bahrain Defence Force Hospital
1015,Heather Nixon,M,Board Certified,Radiologist,Salamaniya Hospital
1016,Stacy Stout,M,MD,Dermatologist,King Hamad University Hospital
1017,Kristen Pratt,M,MBBS,Anesthologist,King Faisal Specialist Hospital & Research Centre
1018,Lori Welch,M,MS,Radiologist,Emirates Hospital
1019,Brenda Tate,M,MBBS,Dermatologist,Salamaniya Hospital
1020,Jackson Roberts MD,M,Board Certified,Nephrologist,Emirates Hospital
1021,Robin Campbell,M,Board Certified,Anesthologist,King Hamad University Hospital
1022,Michael Hendricks,M,D.M.,Nephrologist,Emirates Hospital
1023,Garrett Hansen,F,Residency,Physiotherapist,King Hamad University Hospital
1024,Alicia Miller,M,MS,Physiotherapist,King Hamad University Hospital
1025,Jose Burke,M,Residency,Opthalmologist,Bahrain Defence Force Hospital
1026,Harry Andersen,M,MS,Radiologist,Mayo Clinic
1027,Tina Bauer,M,D.M.,Psychiatrist,King Hamad University Hospital
1028,Sean Martin,M,MD,Dermatologist,Bahrain Defence Force Hospital
1029,Cynthia Butler,M,BPT,Anatomy,St Thomas Hospital London
1030,Calvin Mendoza,M,MS,Radiologist,Dar Al Shifa Hospital
1031,Jacqueline Jimenez,M,MD,Surgeon,Dar Al Shifa Hospital
1032,Robin Vasquez,M,D.M.,Psychiatrist,Salamaniya Hospital
1033,Christopher Haynes,M,BPT,Anesthologist,Dar Al Shifa Hospital
1034,Alexander Richardson,M,BPT,Psychiatrist,Emirates Hospital
1035,Jesus Stanley,M,BPT,Pediatrician,Mayo Clinic
1036,Kathleen Bartlett,F,BPT,Surgeon,King Faisal Specialist Hospital & Research Centre
1037,George Cross MD,M,MBBS,Anatomy,King Faisal Specialist Hospital & Research Centre
1038,Connie Edwards,F,Residency,Anesthologist,King Hamad University Hospital
1039,Gary Bell,M,Residency,Surgeon,King Faisal Specialist Hospital & Research Centre
1040,Courtney Frederick,M,MD,Physiotherapist,St Thomas Hospital London
1041,Shaun Mcintyre,M,Board Certified,Psychiatrist,King Hamad University Hospital
1042,Bonnie Cervantes,M,BPT,Dermatologist,King Faisal Specialist Hospital & Research Centre
1043,Karen Carey,M,MD,Psychiatrist,Dar Al Shifa Hospital
1044,Craig Perkins,M,Board Certified,Anesthologist,Dar Al Shifa Hospital
1045,Jason Cruz,F,MS,Dermatologist,Emirates Hospital
1046,Cassie Armstrong,M,Residency,Anesthologist,St Thomas Hospital London
1047,Edwin Morgan,M,BPT,Opthalmologist,Mayo Clinic
1048,Gerald Nixon,M,MS,Dermatologist,Emirates Hospital
1049,Alexis Irwin,M,BPT,Anesthologist,Salamaniya Hospital
1050,Monica Hernandez,M,Board Certified,Anatomy,Emirates Hospital
1051,Scott Rogers,F,MS,Physiotherapist,King Hamad University Hospital
1052,Melissa Zimmerman,M,BPT,Dermatologist,King Faisal Specialist Hospital & Research Centre
1053,April Grant,M,MBBS,Dermatologist,Salamaniya Hospital
1054,Cristian Thomas,M,Board Certified,Dermatologist,Dar Al Shifa Hospital
1055,Mark Torres,M,Residency,Pediatrician,Bahrain Defence Force Hospital
1056,Sandra Garza,M,MBBS,Radiologist,American Mission Hospital
1057,Mary Adams,F,MD,Dermatologist,King Faisal Specialist Hospital & Research Centre
1058,Kimberly Nelson,M,MBBS,Opthalmologist,Mayo Clinic
1059,Nancy Hill,M,Board Certified,Pediatrician,King Hamad University Hospital
1060,Patrick Leon,M,Board Certified,Dermatologist,Salamaniya Hospital
1061,Jacob Bryan,M,BPT,Surgeon,Al-Hilal Hospital
1062,Shane Leach,M,D.M.,Dermatologist,King Hamad University Hospital
1063,Mike Ramirez,M,MBBS,Dermatologist,King Faisal Specialist Hospital & Research Centre
1064,Chelsey Potts,M,MBBS,Physiotherapist,St Thomas Hospital London
1065,Deborah Martin,M,MD,Dermatologist,King Faisal Specialist Hospital & Research Centre
1066,Brad Dennis,F,MS,Opthalmologist,Bahrain Defence Force Hospital
1067,Nicholas Mason,M,Residency,Anatomy,American Mission Hospital
1068,Joseph Cardenas,M,MBBS,Psychiatrist,King Hamad University Hospital
1069,Dr. Stephanie Morrison DDS,M,Residency,Anesthologist,Mayo Clinic
1070,Richard Johnson,M,Residency,Opthalmologist,Emirates Hospital
1071,Xavier Ferguson,M,MD,Radiologist,Emirates Hospital
1072,Brian Wells,M,MBBS,Anesthologist,Al-Hilal Hospital
1073,Adam West,F,MS,Radiologist,Mayo Clinic
1074,Alexander Turner,M,MD,Surgeon,Emirates Hospital
1075,Albert Gillespie,F,BPT,Surgeon,American Mission Hospital
1076,Jennifer Dean,M,D.M.,Surgeon,Dar Al Shifa Hospital
1077,Megan Hart,M,Board Certified,Physiotherapist,Emirates Hospital
1078,Tammy Sharp,M,MBBS,Surgeon,Dar Al Shifa Hospital
1079,Travis Morris,F,MD,Anesthologist,King Hamad University Hospital
1080,Jacob Hancock,F,Residency,Dermatologist,Emirates Hospital
1081,Jeffery Smith,F,Residency,Anesthologist,Mayo Clinic
1082,Seth Faulkner,M,Residency,Opthalmologist,Al-Hilal Hospital
1083,Cheryl West,M,Board Certified,Anatomy,Salamaniya Hospital
1084,Paula Collins,M,Residency,Physiotherapist,Al-Hilal Hospital
1085,James Beck,F,MBBS,Psychiatrist,Emirates Hospital
1086,Ryan Taylor,M,Residency,Anatomy,American Mission Hospital
1087,Ryan Mccoy,M,MS,Pediatrician,Emirates Hospital
1088,James Hess,M,MS,Surgeon,Dar Al Shifa Hospital
1089,Laura Porter,M,Residency,Dermatologist,Bahrain Defence Force Hospital
