visit_date,ssn,hosp_name
2021/10/4,100000047,American Mission Hospital
2019/4/23,100000210,American Mission Hospital
2020/9/19,100000242,American Mission Hospital
2021/4/5,100000252,King Hamad University Hospital
2021/7/2,100000193,Mayo Clinic
2020/4/21,100000212,Salamaniya Hospital
2019/9/9,100000280,St Thomas Hospital London
2019/10/4,100000176,Mayo Clinic
2021/3/23,100000260,King Faisal Specialist Hospital & Research Centre
2020/7/14,100000036,American Mission Hospital
2020/11/11,100000220,Bahrain Defence Force Hospital
2021/4/3,100000178,Salamaniya Hospital
2021/10/4,100000254,Salamaniya Hospital
2019/1/1,100000268,Dar Al Shifa Hospital
2020/10/10,100000086,St Thomas Hospital London
2021/1/1,100000174,American Mission Hospital
2019/4/8,100000183,King Faisal Specialist Hospital & Research Centre
2019/11/21,100000037,King Hamad University Hospital
2019/7/27,100000210,Bahrain Defence Force Hospital
2021/2/16,100000232,Dar Al Shifa Hospital
2019/1/7,100000032,Bahrain Defence Force Hospital
2021/6/6,100000260,Salamaniya Hospital
2021/10/17,100000085,St Thomas Hospital London
2021/11/8,100000149,Al-Hilal Hospital
2021/4/3,100000171,Mayo Clinic
2021/1/6,100000066,Al-Hilal Hospital
2021/2/24,100000223,Salamaniya Hospital
2021/11/8,100000134,Al-Hilal Hospital
2020/4/3,100000009,St Thomas Hospital London
2019/8/6,100000267,St Thomas Hospital London
2020/7/18,100000191,American Mission Hospital
2020/9/13,100000053,King Hamad University Hospital
2021/1/22,100000061,Salamaniya Hospital
2020/3/14,100000098,Emirates Hospital
2020/7/16,100000042,St Thomas Hospital London
2019/5/6,100000244,King Hamad University Hospital
2021/8/23,100000264,Al-Hilal Hospital
2021/6/4,100000133,King Hamad University Hospital
2020/8/15,100000133,St Thomas Hospital London
2020/10/21,100000298,St Thomas Hospital London
2020/11/1,100000201,American Mission Hospital
2020/1/26,100000285,King Faisal Specialist Hospital & Research Centre
2021/5/25,100000151,Salamaniya Hospital
2021/6/7,100000255,Al-Hilal Hospital
2019/1/11,100000225,American Mission Hospital
2021/9/7,100000145,Dar Al Shifa Hospital
2021/3/15,100000286,King Faisal Specialist Hospital & Research Centre
2021/5/7,100000110,King Faisal Specialist Hospital & Research Centre
2021/8/15,100000041,Salamaniya Hospital
2020/11/9,100000070,Salamaniya Hospital
2021/9/10,100000272,American Mission Hospital
2020/10/13,100000296,St Thomas Hospital London
2020/4/17,100000101,Emirates Hospital
2021/3/9,100000284,St Thomas Hospital London
2021/4/2,100000166,Mayo Clinic
2020/8/14,100000186,King Hamad University Hospital
2021/11/4,100000109,Mayo Clinic
2020/8/18,100000013,Dar Al Shifa Hospital
2019/11/7,100000016,Mayo Clinic
2019/6/19,100000054,Emirates Hospital
2021/6/20,100000181,Bahrain Defence Force Hospital
2020/9/16,100000024,Emirates Hospital
2021/4/4,100000273,St Thomas Hospital London
2020/1/11,100000002,American Mission Hospital
2021/6/2,100000031,Emirates Hospital
2020/5/20,100000290,St Thomas Hospital London
2020/11/26,100000157,Salamaniya Hospital
2019/5/22,100000160,Dar Al Shifa Hospital
2019/5/5,100000291,Bahrain Defence Force Hospital
2020/7/27,100000123,King Hamad University Hospital
2019/9/17,100000148,Salamaniya Hospital
2020/3/24,100000155,Mayo Clinic
2020/5/24,100000073,Salamaniya Hospital
2020/3/13,100000113,Emirates Hospital
2020/10/16,100000296,American Mission Hospital
2021/1/15,100000246,American Mission Hospital
2019/7/24,100000219,King Faisal Specialist Hospital & Research Centre
2021/7/8,100000096,Bahrain Defence Force Hospital
2020/3/23,100000034,St Thomas Hospital London
2019/6/20,100000091,Mayo Clinic
2021/3/11,100000283,St Thomas Hospital London
2021/4/21,100000212,Al-Hilal Hospital
2020/10/22,100000156,Salamaniya Hospital
2019/11/22,100000116,St Thomas Hospital London
2019/7/23,100000278,St Thomas Hospital London
2019/6/15,100000222,St Thomas Hospital London
2020/7/9,100000128,American Mission Hospital
2021/8/19,100000106,Emirates Hospital
2020/7/8,100000156,Bahrain Defence Force Hospital
2021/6/12,100000188,Dar Al Shifa Hospital
2020/9/1,100000049,American Mission Hospital
2021/8/27,100000216,Al-Hilal Hospital
2021/2/2,100000009,King Faisal Specialist Hospital & Research Centre
2019/1/6,100000028,Salamaniya Hospital
2019/4/15,100000213,Dar Al Shifa Hospital
2020/11/6,100000086,King Faisal Specialist Hospital & Research Centre
2020/5/1,100000237,King Hamad University Hospital
2021/5/23,100000251,Bahrain Defence Force Hospital
2019/6/3,100000127,Bahrain Defence Force Hospital
2019/2/23,100000211,King Faisal Specialist Hospital & Research Centre
2019/9/8,100000101,King Hamad University Hospital
2020/5/9,100000016,Al-Hilal Hospital
2021/6/24,100000107,Salamaniya Hospital
2020/4/22,100000028,Salamaniya Hospital
2020/3/13,100000072,King Faisal Specialist Hospital & Research Centre
2021/9/18,100000205,Mayo Clinic
2020/6/27,100000266,Salamaniya Hospital
2019/3/6,100000081,King Faisal Specialist Hospital & Research Centre
2021/4/6,100000020,American Mission Hospital
2019/11/26,100000129,St Thomas Hospital London
2021/11/8,100000283,American Mission Hospital
2019/5/8,100000217,Salamaniya Hospital
2020/9/24,100000075,American Mission Hospital
2020/7/10,100000244,Al-Hilal Hospital
2021/2/25,100000187,Salamaniya Hospital
2021/4/8,100000162,Mayo Clinic
2020/4/13,100000154,King Hamad University Hospital
2020/5/3,100000130,Al-Hilal Hospital
2019/11/7,100000156,Mayo Clinic
2019/8/24,100000057,King Hamad University Hospital
2020/11/16,100000065,St Thomas Hospital London
2021/10/10,100000011,King Hamad University Hospital
2021/4/24,100000010,Bahrain Defence Force Hospital
2020/9/19,100000251,St Thomas Hospital London
2020/11/22,100000109,King Faisal Specialist Hospital & Research Centre
2020/3/11,100000105,King Faisal Specialist Hospital & Research Centre
2021/4/11,100000233,King Hamad University Hospital
2020/10/17,100000060,Bahrain Defence Force Hospital
2021/4/21,100000088,Bahrain Defence Force Hospital
2021/5/26,100000011,Al-Hilal Hospital
2021/4/4,100000197,Mayo Clinic
2021/10/2,100000187,Bahrain Defence Force Hospital
2021/4/26,100000278,St Thomas Hospital London
2021/4/26,100000012,King Faisal Specialist Hospital & Research Centre
2019/1/1,100000036,Salamaniya Hospital
2020/8/12,100000116,Salamaniya Hospital
2021/3/26,100000199,St Thomas Hospital London
2021/2/17,100000271,Bahrain Defence Force Hospital
2020/9/8,100000231,King Faisal Specialist Hospital & Research Centre
2019/10/4,100000201,Bahrain Defence Force Hospital
2020/1/11,100000282,Bahrain Defence Force Hospital
2020/2/5,100000094,American Mission Hospital
2019/7/5,100000170,Salamaniya Hospital
2020/4/20,100000006,American Mission Hospital
2021/5/22,100000024,Bahrain Defence Force Hospital
2020/7/26,100000150,Al-Hilal Hospital
2021/4/1,100000154,Mayo Clinic
2019/3/7,100000063,Al-Hilal Hospital
2021/4/20,100000132,American Mission Hospital
2021/3/1,100000250,American Mission Hospital
2021/9/24,100000123,Salamaniya Hospital
2020/2/25,100000094,Al-Hilal Hospital
2020/8/14,100000107,Salamaniya Hospital
2021/5/4,100000282,King Hamad University Hospital
2020/3/8,100000240,Salamaniya Hospital
2021/5/7,100000276,Bahrain Defence Force Hospital
2021/9/16,100000050,King Faisal Specialist Hospital & Research Centre
2020/8/21,100000097,American Mission Hospital
2019/6/10,100000244,Salamaniya Hospital
2019/6/20,100000249,Bahrain Defence Force Hospital
2021/2/26,100000127,Mayo Clinic
2020/5/20,100000088,Bahrain Defence Force Hospital
2020/8/13,100000134,Emirates Hospital
2021/3/3,100000007,Emirates Hospital
2021/1/23,100000082,St Thomas Hospital London
2020/10/2,100000048,Bahrain Defence Force Hospital
2020/11/25,100000117,St Thomas Hospital London
2021/3/13,100000179,Mayo Clinic
2019/5/14,100000009,King Hamad University Hospital
2019/1/4,100000245,Mayo Clinic
2019/2/22,100000072,Salamaniya Hospital
2019/3/24,100000260,Mayo Clinic
2020/9/5,100000054,Bahrain Defence Force Hospital
2019/6/4,100000055,Bahrain Defence Force Hospital
2021/9/7,100000122,King Hamad University Hospital
2021/10/1,100000249,King Hamad University Hospital
2020/2/26,100000227,Al-Hilal Hospital
2019/9/10,100000158,Mayo Clinic
2021/3/10,100000280,Mayo Clinic
2021/11/25,100000246,Emirates Hospital
2020/1/8,100000083,Mayo Clinic
2020/7/25,100000013,Mayo Clinic
2019/1/21,100000174,Mayo Clinic
2020/9/18,100000249,Mayo Clinic
2021/10/5,100000191,American Mission Hospital
2021/9/17,100000253,American Mission Hospital
2020/6/12,100000267,Bahrain Defence Force Hospital
2020/5/16,100000217,Al-Hilal Hospital
2020/7/16,100000292,Al-Hilal Hospital
2019/4/14,100000017,Emirates Hospital
2020/3/5,100000275,American Mission Hospital
2020/9/18,100000152,Bahrain Defence Force Hospital
2020/8/2,100000204,Dar Al Shifa Hospital
2020/3/4,100000209,King Hamad University Hospital
2021/8/15,100000064,Al-Hilal Hospital
2020/11/13,100000239,Dar Al Shifa Hospital
2021/11/26,100000139,Al-Hilal Hospital
2019/7/10,100000226,Mayo Clinic
2019/2/19,100000274,Mayo Clinic
2019/4/17,100000102,Emirates Hospital
2019/11/4,100000237,Bahrain Defence Force Hospital
2020/9/15,100000146,American Mission Hospital
2021/6/7,100000274,Emirates Hospital
2020/6/26,100000079,Emirates Hospital
2020/11/18,100000292,Al-Hilal Hospital
2019/6/23,100000011,Mayo Clinic
2020/4/6,100000263,Dar Al Shifa Hospital
2019/7/22,100000126,Al-Hilal Hospital
2020/2/23,100000220,Mayo Clinic
2021/3/25,100000111,King Hamad University Hospital
2021/9/25,100000273,St Thomas Hospital London
2019/2/10,100000250,Emirates Hospital
2019/4/11,100000138,King Hamad University Hospital
2019/3/12,100000236,Salamaniya Hospital
2021/9/9,100000134,Emirates Hospital
2019/9/21,100000086,King Hamad University Hospital
2020/1/18,100000140,St Thomas Hospital London
2019/4/19,100000295,Bahrain Defence Force Hospital
2021/5/24,100000191,Emirates Hospital
2021/9/21,100000092,Salamaniya Hospital
2019/10/6,100000007,St Thomas Hospital London
2021/6/23,100000172,Al-Hilal Hospital
2019/2/8,100000068,Dar Al Shifa Hospital
2021/3/3,100000097,Dar Al Shifa Hospital
2020/5/5,100000117,American Mission Hospital
2019/8/1,100000084,American Mission Hospital
2019/3/4,100000126,St Thomas Hospital London
2021/4/19,100000026,Emirates Hospital
2019/2/14,100000138,St Thomas Hospital London
2020/1/24,100000046,Al-Hilal Hospital
2020/6/3,100000275,St Thomas Hospital London
2020/10/1,100000010,King Faisal Specialist Hospital & Research Centre
2021/8/18,100000040,Bahrain Defence Force Hospital
2019/8/18,100000003,American Mission Hospital
2019/10/18,100000087,Al-Hilal Hospital
2021/6/3,100000162,Salamaniya Hospital
2020/5/12,100000209,Al-Hilal Hospital
2020/4/2,100000025,Bahrain Defence Force Hospital
2020/4/5,100000291,Dar Al Shifa Hospital
2020/9/25,100000110,Emirates Hospital
2021/1/16,100000136,Dar Al Shifa Hospital
2021/11/15,100000023,St Thomas Hospital London
2021/11/23,100000047,Mayo Clinic
2020/9/24,100000086,Bahrain Defence Force Hospital
2019/4/15,100000228,King Hamad University Hospital
2021/2/10,100000169,Al-Hilal Hospital
2020/7/1,100000116,King Faisal Specialist Hospital & Research Centre
2021/3/20,100000015,Emirates Hospital
2021/6/19,100000012,St Thomas Hospital London
2019/11/19,100000271,Bahrain Defence Force Hospital
2019/3/14,100000286,King Faisal Specialist Hospital & Research Centre
2020/7/6,100000226,King Faisal Specialist Hospital & Research Centre
2020/1/18,100000175,Mayo Clinic
2019/8/13,100000149,American Mission Hospital
2019/11/20,100000074,Dar Al Shifa Hospital
2020/11/4,100000267,Al-Hilal Hospital
2021/8/16,100000130,Emirates Hospital
2021/1/4,100000276,Emirates Hospital
2019/5/10,100000057,Dar Al Shifa Hospital
2019/7/3,100000295,King Faisal Specialist Hospital & Research Centre
2019/7/16,100000049,St Thomas Hospital London
2019/8/11,100000100,Al-Hilal Hospital
2020/11/8,100000107,Bahrain Defence Force Hospital
2021/6/15,100000259,Dar Al Shifa Hospital
2020/7/16,100000233,American Mission Hospital
2019/2/22,100000016,Emirates Hospital
2021/5/3,100000003,Dar Al Shifa Hospital
2021/10/5,100000136,Emirates Hospital
2021/11/3,100000002,St Thomas Hospital London
2019/4/1,100000288,St Thomas Hospital London
2021/11/21,100000151,Dar Al Shifa Hospital
2021/5/20,100000249,St Thomas Hospital London
2021/10/4,100000212,St Thomas Hospital London
2021/8/10,100000042,King Hamad University Hospital
2020/6/24,100000110,Dar Al Shifa Hospital
2020/8/2,100000087,Bahrain Defence Force Hospital
2019/10/26,100000207,King Hamad University Hospital
2020/10/26,100000058,Emirates Hospital
2019/6/6,100000172,American Mission Hospital
2021/5/3,100000033,Mayo Clinic
2019/10/22,100000005,Al-Hilal Hospital
2019/6/6,100000145,Bahrain Defence Force Hospital
2019/4/18,100000035,St Thomas Hospital London
2020/9/17,100000115,King Hamad University Hospital
2020/5/26,100000149,Al-Hilal Hospital
2019/6/7,100000126,King Faisal Specialist Hospital & Research Centre
2021/2/9,100000050,Al-Hilal Hospital
2020/2/7,100000285,Al-Hilal Hospital
2020/4/22,100000161,Emirates Hospital
2021/2/27,100000098,Mayo Clinic
2019/11/19,100000284,King Hamad University Hospital
2021/5/15,100000178,King Faisal Specialist Hospital & Research Centre
2020/11/14,100000176,Dar Al Shifa Hospital
2020/3/14,100000252,Dar Al Shifa Hospital
2020/4/6,100000062,Dar Al Shifa Hospital
2019/7/17,100000215,Salamaniya Hospital
2019/4/24,100000067,Al-Hilal Hospital
2019/9/11,100000191,Salamaniya Hospital
2020/4/26,100000106,King Hamad University Hospital
2019/9/21,100000221,Dar Al Shifa Hospital
2021/3/25,100000221,St Thomas Hospital London
2019/3/12,100000040,Mayo Clinic
2020/11/15,100000010,St Thomas Hospital London
2020/4/10,100000159,St Thomas Hospital London
2019/6/9,100000018,King Hamad University Hospital
2021/5/13,100000110,Salamaniya Hospital
2020/2/14,100000049,King Faisal Specialist Hospital & Research Centre
2020/5/21,100000004,Salamaniya Hospital
2019/4/24,100000219,Bahrain Defence Force Hospital
2021/2/11,100000014,Al-Hilal Hospital
2020/2/22,100000175,American Mission Hospital
2019/1/19,100000006,King Hamad University Hospital
2020/6/15,100000238,Dar Al Shifa Hospital
2021/10/14,100000222,King Hamad University Hospital
2021/7/4,100000235,King Hamad University Hospital
2019/8/3,100000126,Dar Al Shifa Hospital
2019/7/27,100000044,King Hamad University Hospital
2020/8/24,100000109,King Faisal Specialist Hospital & Research Centre
2021/9/16,100000266,St Thomas Hospital London
2019/4/5,100000170,St Thomas Hospital London
2021/9/4,100000154,St Thomas Hospital London
2021/4/17,100000104,King Faisal Specialist Hospital & Research Centre
2021/1/14,100000179,Mayo Clinic
2019/4/17,100000076,Salamaniya Hospital
2021/10/8,100000290,Emirates Hospital
2019/3/4,100000265,Salamaniya Hospital
2019/1/21,100000205,King Faisal Specialist Hospital & Research Centre
2020/8/27,100000077,St Thomas Hospital London
2019/11/18,100000139,Mayo Clinic
2020/1/2,100000282,King Hamad University Hospital
2019/9/4,100000170,Emirates Hospital
2020/10/14,100000051,King Faisal Specialist Hospital & Research Centre
2021/5/16,100000169,Emirates Hospital
2019/11/11,100000298,Emirates Hospital
2019/6/4,100000111,King Hamad University Hospital
2020/7/16,100000005,American Mission Hospital
2020/5/5,100000286,Mayo Clinic
2020/10/26,100000280,Emirates Hospital
2019/5/25,100000030,Emirates Hospital
2020/6/7,100000215,Mayo Clinic
2020/11/3,100000133,Bahrain Defence Force Hospital
2021/8/13,100000299,Bahrain Defence Force Hospital
2021/4/24,100000263,Emirates Hospital
2021/4/18,100000129,Dar Al Shifa Hospital
2021/9/4,100000074,American Mission Hospital
2021/10/13,100000295,Emirates Hospital
2020/1/23,100000013,King Faisal Specialist Hospital & Research Centre
2021/6/14,100000154,Emirates Hospital
2020/9/20,100000129,Salamaniya Hospital
2021/1/20,100000040,Bahrain Defence Force Hospital
2020/1/9,100000283,Mayo Clinic
2020/1/2,100000109,Emirates Hospital
2020/4/6,100000127,American Mission Hospital
2020/5/18,100000267,Mayo Clinic
2019/8/24,100000290,Emirates Hospital
2020/11/8,100000281,Emirates Hospital
2019/4/8,100000102,American Mission Hospital
2021/6/18,100000207,Emirates Hospital
2020/3/15,100000146,Salamaniya Hospital
2021/9/14,100000059,Salamaniya Hospital
2019/9/9,100000041,St Thomas Hospital London
2020/1/17,100000058,Al-Hilal Hospital
2020/7/7,100000254,King Faisal Specialist Hospital & Research Centre
2019/2/20,100000135,Salamaniya Hospital
2020/11/12,100000089,Dar Al Shifa Hospital
2019/11/12,100000293,St Thomas Hospital London
2021/8/23,100000296,Bahrain Defence Force Hospital
2019/7/25,100000290,Al-Hilal Hospital
2019/1/6,100000219,Bahrain Defence Force Hospital
2019/11/1,100000189,King Hamad University Hospital
2019/3/22,100000267,Emirates Hospital
2019/8/27,100000127,Mayo Clinic
2020/6/13,100000027,Mayo Clinic
2021/6/8,100000182,St Thomas Hospital London
2020/4/27,100000215,Salamaniya Hospital
2021/1/12,100000204,Mayo Clinic
2021/10/9,100000192,Al-Hilal Hospital
2020/3/6,100000279,St Thomas Hospital London
2019/4/27,100000055,King Hamad University Hospital
2021/8/4,100000241,Mayo Clinic
2019/3/20,100000269,King Faisal Specialist Hospital & Research Centre
2020/11/26,100000288,Al-Hilal Hospital
2019/9/19,100000069,Dar Al Shifa Hospital
2019/6/9,100000011,Emirates Hospital
2020/7/9,100000216,St Thomas Hospital London
2020/9/4,100000030,Salamaniya Hospital
2019/2/14,100000074,King Hamad University Hospital
2019/5/4,100000021,Dar Al Shifa Hospital
2020/2/2,100000066,Al-Hilal Hospital
2021/8/5,100000196,Al-Hilal Hospital
2019/3/26,100000015,Salamaniya Hospital
2021/6/1,100000049,Salamaniya Hospital
2019/2/5,100000212,Al-Hilal Hospital
2019/9/10,100000215,American Mission Hospital
2021/4/14,100000208,St Thomas Hospital London
2021/4/20,100000120,Salamaniya Hospital
2019/5/1,100000101,Emirates Hospital
2019/11/19,100000051,Dar Al Shifa Hospital
2019/8/5,100000066,Emirates Hospital
2020/9/19,100000157,American Mission Hospital
2020/8/7,100000227,St Thomas Hospital London
2020/1/17,100000006,Salamaniya Hospital
2021/4/22,100000104,Al-Hilal Hospital
2019/5/5,100000059,King Hamad University Hospital
2019/10/6,100000265,Dar Al Shifa Hospital
2021/11/24,100000265,King Hamad University Hospital
2019/7/26,100000272,American Mission Hospital
2021/5/10,100000181,Bahrain Defence Force Hospital
2019/9/26,100000107,American Mission Hospital
2019/1/2,100000278,American Mission Hospital
2020/11/19,100000227,King Hamad University Hospital
2020/7/24,100000243,King Faisal Specialist Hospital & Research Centre
2021/2/14,100000124,St Thomas Hospital London
2019/9/23,100000029,American Mission Hospital
2021/11/7,100000038,Dar Al Shifa Hospital
2021/10/2,100000226,Emirates Hospital
2020/11/6,100000110,Salamaniya Hospital
2019/9/26,100000097,Emirates Hospital
2021/4/13,100000249,Emirates Hospital
2021/3/2,100000202,Bahrain Defence Force Hospital
2020/2/7,100000063,Bahrain Defence Force Hospital
2019/11/5,100000116,King Hamad University Hospital
2021/5/7,100000029,Bahrain Defence Force Hospital
2021/3/8,100000151,Al-Hilal Hospital
2019/6/12,100000076,King Hamad University Hospital
2020/8/16,100000107,Salamaniya Hospital
2019/11/14,100000232,King Hamad University Hospital
2020/10/24,100000247,Dar Al Shifa Hospital
2021/9/7,100000188,St Thomas Hospital London
2019/1/9,100000252,Salamaniya Hospital
2021/11/21,100000148,St Thomas Hospital London
2021/8/3,100000017,Mayo Clinic
2019/11/23,100000121,American Mission Hospital
2020/3/18,100000220,King Faisal Specialist Hospital & Research Centre
2019/9/17,100000272,St Thomas Hospital London
2021/8/16,100000190,King Hamad University Hospital
2019/8/17,100000133,Bahrain Defence Force Hospital
2021/1/23,100000148,Dar Al Shifa Hospital
2019/2/3,100000248,Bahrain Defence Force Hospital
2021/11/9,100000199,St Thomas Hospital London
2020/10/20,100000017,Emirates Hospital
2019/10/19,100000226,Emirates Hospital
2019/7/25,100000238,Mayo Clinic
2020/10/17,100000004,Bahrain Defence Force Hospital
2020/11/6,100000073,Mayo Clinic
2021/3/22,100000175,Al-Hilal Hospital
2019/6/26,100000002,Bahrain Defence Force Hospital
2020/9/22,100000009,Al-Hilal Hospital
2020/6/26,100000138,Al-Hilal Hospital
2021/6/19,100000130,Salamaniya Hospital
2021/1/14,100000060,King Hamad University Hospital
2019/10/7,100000018,Mayo Clinic
2019/3/25,100000063,Al-Hilal Hospital
2021/7/8,100000003,St Thomas Hospital London
2021/7/7,100000267,Mayo Clinic
2019/11/13,100000181,King Hamad University Hospital
2021/1/5,100000243,Dar Al Shifa Hospital
2020/9/15,100000216,King Faisal Specialist Hospital & Research Centre
2021/6/5,100000026,Bahrain Defence Force Hospital
2021/6/10,100000035,Emirates Hospital
2021/6/1,100000148,Bahrain Defence Force Hospital
2019/5/2,100000049,American Mission Hospital
2021/6/26,100000092,Emirates Hospital
2021/9/26,100000209,King Faisal Specialist Hospital & Research Centre
2020/11/20,100000273,King Faisal Specialist Hospital & Research Centre
2021/5/20,100000104,St Thomas Hospital London
2021/9/4,100000173,Mayo Clinic
2020/5/5,100000186,St Thomas Hospital London
2019/5/11,100000267,Bahrain Defence Force Hospital
2019/3/2,100000087,St Thomas Hospital London
2019/9/9,100000256,American Mission Hospital
2020/2/19,100000199,Al-Hilal Hospital
2021/5/7,100000111,King Faisal Specialist Hospital & Research Centre
2021/10/19,100000100,Al-Hilal Hospital
2021/6/1,100000001,Bahrain Defence Force Hospital
2019/6/4,100000054,St Thomas Hospital London
2020/9/18,100000238,Bahrain Defence Force Hospital
2020/5/19,100000078,Bahrain Defence Force Hospital
2019/11/10,100000112,Bahrain Defence Force Hospital
2020/8/18,100000280,Bahrain Defence Force Hospital
2019/11/11,100000199,King Hamad University Hospital
2021/8/14,100000214,Emirates Hospital
2021/5/19,100000064,King Hamad University Hospital
2021/6/7,100000176,Dar Al Shifa Hospital
2021/7/23,100000205,Dar Al Shifa Hospital
2021/5/24,100000013,St Thomas Hospital London
2021/7/4,100000181,Salamaniya Hospital
2021/1/23,100000163,St Thomas Hospital London
2021/3/7,100000204,Bahrain Defence Force Hospital
2019/9/19,100000158,Salamaniya Hospital
2021/10/14,100000195,Bahrain Defence Force Hospital
2019/11/18,100000253,Salamaniya Hospital
2020/8/12,100000122,Bahrain Defence Force Hospital
2020/2/26,100000121,Al-Hilal Hospital
2021/2/11,100000101,Bahrain Defence Force Hospital
2020/11/6,100000033,Al-Hilal Hospital
2019/10/3,100000110,Al-Hilal Hospital
2020/7/17,100000275,American Mission Hospital
2021/1/20,100000244,Salamaniya Hospital
2019/7/27,100000159,Mayo Clinic
2019/2/27,100000229,Al-Hilal Hospital
2021/1/7,100000247,American Mission Hospital
2020/5/26,100000281,Emirates Hospital
2021/6/13,100000272,King Hamad University Hospital
2019/10/1,100000005,Bahrain Defence Force Hospital
2019/9/21,100000250,American Mission Hospital
2019/8/17,100000171,Al-Hilal Hospital
2019/5/7,100000193,Salamaniya Hospital
2021/6/16,100000038,Al-Hilal Hospital
2020/3/20,100000098,American Mission Hospital
2021/6/3,100000031,Mayo Clinic
2020/6/2,100000046,Mayo Clinic
2020/9/25,100000033,Bahrain Defence Force Hospital
2020/8/18,100000220,American Mission Hospital
2019/3/8,100000011,Mayo Clinic
2020/11/2,100000218,American Mission Hospital
2021/1/14,100000167,Salamaniya Hospital
2021/1/13,100000221,St Thomas Hospital London
2019/5/26,100000171,St Thomas Hospital London
2019/4/27,100000068,King Faisal Specialist Hospital & Research Centre
2021/5/2,100000265,American Mission Hospital
2020/6/25,100000101,American Mission Hospital
2020/6/16,100000230,St Thomas Hospital London
2019/1/2,100000076,Al-Hilal Hospital
2019/5/3,100000124,American Mission Hospital
2021/9/11,100000232,Bahrain Defence Force Hospital
2019/10/14,100000285,Salamaniya Hospital
2021/7/11,100000224,Bahrain Defence Force Hospital
2021/7/16,100000013,Dar Al Shifa Hospital
2020/7/1,100000140,King Hamad University Hospital
2020/1/4,100000056,Bahrain Defence Force Hospital
2019/9/5,100000031,King Faisal Specialist Hospital & Research Centre
2020/4/24,100000194,St Thomas Hospital London
2020/11/6,100000025,Al-Hilal Hospital
2020/5/5,100000220,Emirates Hospital
2020/7/11,100000146,Mayo Clinic
2019/7/16,100000010,Dar Al Shifa Hospital
2020/7/22,100000282,Dar Al Shifa Hospital
2021/1/15,100000100,St Thomas Hospital London
2019/8/7,100000100,Salamaniya Hospital
2019/6/3,100000162,St Thomas Hospital London
2020/1/8,100000137,Al-Hilal Hospital
2021/7/18,100000048,King Faisal Specialist Hospital & Research Centre
2021/11/12,100000126,King Hamad University Hospital
2020/6/2,100000126,St Thomas Hospital London
2020/9/15,100000080,King Faisal Specialist Hospital & Research Centre
2020/5/5,100000193,American Mission Hospital
2019/1/25,100000294,American Mission Hospital
2019/1/9,100000074,American Mission Hospital
2020/3/19,100000259,King Faisal Specialist Hospital & Research Centre
2019/6/22,100000255,Salamaniya Hospital
2020/5/4,100000060,St Thomas Hospital London
2019/10/14,100000041,American Mission Hospital
2020/3/16,100000220,Al-Hilal Hospital
2020/8/23,100000020,Salamaniya Hospital
2019/7/6,100000063,Al-Hilal Hospital
2021/6/1,100000048,American Mission Hospital
2020/3/18,100000136,St Thomas Hospital London
2021/4/12,100000079,Mayo Clinic
2020/9/14,100000230,Bahrain Defence Force Hospital
2019/5/27,100000146,King Faisal Specialist Hospital & Research Centre
2020/5/17,100000060,Bahrain Defence Force Hospital
2021/3/9,100000070,Al-Hilal Hospital
2021/7/10,100000164,Salamaniya Hospital
2021/5/1,100000118,Bahrain Defence Force Hospital
2020/7/24,100000176,St Thomas Hospital London
2021/9/21,100000039,Emirates Hospital
2021/2/25,100000129,St Thomas Hospital London
2019/9/24,100000082,St Thomas Hospital London
2020/3/23,100000112,Bahrain Defence Force Hospital
2021/2/5,100000084,Dar Al Shifa Hospital
2020/9/26,100000209,Salamaniya Hospital
2020/3/17,100000196,American Mission Hospital
2021/8/2,100000232,Salamaniya Hospital
2020/1/15,100000282,Dar Al Shifa Hospital
2020/1/14,100000019,Salamaniya Hospital
2020/11/21,100000221,Bahrain Defence Force Hospital
2019/1/8,100000049,Al-Hilal Hospital
2020/3/4,100000293,Dar Al Shifa Hospital
2021/8/9,100000021,Emirates Hospital
2020/11/2,100000199,Dar Al Shifa Hospital
2020/4/12,100000277,Dar Al Shifa Hospital
2020/6/25,100000074,Al-Hilal Hospital
2021/3/23,100000136,Al-Hilal Hospital
2021/10/1,100000007,Dar Al Shifa Hospital
2021/3/3,100000235,American Mission Hospital
2021/4/4,100000111,King Hamad University Hospital
2019/6/17,100000062,Mayo Clinic
2020/7/24,100000124,American Mission Hospital
2021/10/3,100000163,Mayo Clinic
2021/2/27,100000027,King Hamad University Hospital
2019/10/9,100000093,Al-Hilal Hospital
2021/6/8,100000280,St Thomas Hospital London
2019/5/16,100000030,Al-Hilal Hospital
2021/7/27,100000083,King Faisal Specialist Hospital & Research Centre
2021/9/25,100000283,King Hamad University Hospital
2021/11/10,100000037,St Thomas Hospital London
2020/11/3,100000144,St Thomas Hospital London
2019/6/19,100000221,Al-Hilal Hospital
2019/9/25,100000167,St Thomas Hospital London
2019/6/27,100000104,King Faisal Specialist Hospital & Research Centre
2019/1/1,100000264,Salamaniya Hospital
2020/10/9,100000248,Emirates Hospital
2021/4/3,100000294,King Hamad University Hospital
2020/6/1,100000238,Emirates Hospital
2021/9/4,100000092,Emirates Hospital
2021/2/23,100000216,Dar Al Shifa Hospital
2021/6/16,100000017,Emirates Hospital
2020/1/14,100000166,St Thomas Hospital London
2020/10/25,100000282,Emirates Hospital
2019/2/18,100000018,St Thomas Hospital London
