nurse_id,name,gender,doc_id,hosp_name
2437,Steven Baird,F,2787,King Hamad University Hospital
2438,Angel Terry,F,430,King Faisal Specialist Hospital & Research Centre
2439,Kenneth Lee,F,975,King Faisal Specialist Hospital & Research Centre
2440,Matthew Stanley,F,2906,St Thomas Hospital London
2441,Oscar Sanders,F,215,American Mission Hospital
2442,William Martin,F,2952,Mayo Clinic
2443,Dr. Eric Allen,F,2142,St Thomas Hospital London
2444,Jennifer Stewart,M,916,American Mission Hospital
2445,Christopher Ramirez,F,397,American Mission Hospital
2446,Alexander Lewis,F,1150,American Mission Hospital
2447,Frederick Andersen,M,2670,Dar Al Shifa Hospital
2448,Tyler Sexton,F,1980,Salamaniya Hospital
2449,Jeremy Rios,F,2739,St Thomas Hospital London
2450,Meredith Higgins,M,759,King Faisal Specialist Hospital & Research Centre
2451,Michael Dean,F,2393,King Faisal Specialist Hospital & Research Centre
2452,Carlos Jackson,F,1041,King Faisal Specialist Hospital & Research Centre
2453,Tina Orozco,F,2726,Al-Hilal Hospital
2454,Alan Lozano,M,134,Emirates Hospital
2455,Jill Smith,F,1672,Dar Al Shifa Hospital
2456,Anthony West,F,2222,King Faisal Specialist Hospital & Research Centre
2457,Taylor Leblanc,F,1057,Mayo Clinic
2458,Ashley Thompson,M,1397,Mayo Clinic
2459,Allison Robertson,F,1337,King Faisal Specialist Hospital & Research Centre
2460,Kayla Morgan,F,392,Dar Al Shifa Hospital
2461,Catherine Hurst,F,102,Dar Al Shifa Hospital
2462,Richard Reed,M,2197,American Mission Hospital
2463,Terri Long,F,1619,Dar Al Shifa Hospital
2464,Alexandra Logan,M,1234,King Faisal Specialist Hospital & Research Centre
2465,Linda Thompson,F,1949,King Hamad University Hospital
2466,April Jacobs,F,2220,Al-Hilal Hospital
2467,Steven Hurley,F,717,Emirates Hospital
2468,Daniel White,F,190,St Thomas Hospital London
2469,William Guzman,F,2229,St Thomas Hospital London
2470,Priscilla Patterson,F,545,Salamaniya Hospital
2471,Anthony Gonzales,M,1716,Dar Al Shifa Hospital
2472,Mary Nguyen,F,1832,St Thomas Hospital London
2473,Amber Davis,F,223,American Mission Hospital
2474,Ryan Wright,F,1576,Bahrain Defence Force Hospital
2475,Elizabeth Soto,F,901,Emirates Hospital
2476,Cory Lopez,F,1294,Al-Hilal Hospital
2477,Curtis Kane,F,772,Salamaniya Hospital
2478,Stephen Sanders,F,1313,King Faisal Specialist Hospital & Research Centre
2479,Kimberly Hill,M,806,Mayo Clinic
2480,Rachel Wilson,F,1533,Emirates Hospital
2481,Steven Lawson,F,1091,King Faisal Specialist Hospital & Research Centre
2482,Hannah Mcintosh,F,2843,American Mission Hospital
2483,Marisa Russell,M,2434,American Mission Hospital
2484,Crystal Morris,M,102,Dar Al Shifa Hospital
2485,Lisa Lewis,F,954,Bahrain Defence Force Hospital
2486,Dean Gomez,F,828,King Hamad University Hospital
2487,Daniel Hooper,M,1385,American Mission Hospital
2488,Diane Anderson,F,2051,St Thomas Hospital London
2489,Sharon Rodriguez,F,400,King Faisal Specialist Hospital & Research Centre
2490,Cody Watts,F,55,American Mission Hospital
2491,Kimberly Rodriguez,M,1107,Mayo Clinic
2492,Jeffrey Warren,M,2439,King Hamad University Hospital
2493,Carol Johnson,F,1795,Bahrain Defence Force Hospital
2494,Andrea Walker,F,1036,King Faisal Specialist Hospital & Research Centre
2495,Johnny Small,F,2918,King Hamad University Hospital
2496,Bryan Mckinney,F,2641,St Thomas Hospital London
2497,Maria Palmer,F,1905,Emirates Hospital
2498,Patricia Mcdonald,F,1368,American Mission Hospital
2499,Kelly Gutierrez,F,2738,Al-Hilal Hospital
2500,Ricky Farrell,F,219,King Hamad University Hospital
2501,Alexander Lee,F,891,King Faisal Specialist Hospital & Research Centre
2502,Christopher Montgomery,F,305,Salamaniya Hospital
2503,Christina Armstrong,F,627,Salamaniya Hospital
2504,Mark Kelley,F,521,Mayo Clinic
2505,Linda Smith,F,2019,American Mission Hospital
2506,Sara Stuart,M,1363,Mayo Clinic
2507,Samantha Wong,F,1033,Emirates Hospital
2508,Samantha Campbell,F,2841,King Faisal Specialist Hospital & Research Centre
2509,Christine Bailey,M,1650,Bahrain Defence Force Hospital
2510,Rachael Reyes,M,930,St Thomas Hospital London
2511,Dakota Hansen,F,77,Al-Hilal Hospital
2512,Eric Elliott,F,469,Bahrain Defence Force Hospital
2513,Daniel Hanson,F,1941,Al-Hilal Hospital
2514,Todd Garrett,F,2749,King Hamad University Hospital
2515,Thomas Owens,F,211,Mayo Clinic
2516,Katelyn Scott MD,F,239,Salamaniya Hospital
2517,John Brown,M,2413,King Faisal Specialist Hospital & Research Centre
2518,Rachel Mitchell,F,457,Salamaniya Hospital
2519,Daniel Bryant,F,1801,St Thomas Hospital London
2520,Ronald Schneider,M,2864,King Faisal Specialist Hospital & Research Centre
2521,Alyssa Mcbride,M,2622,American Mission Hospital
2522,Savannah Lopez,M,2807,Dar Al Shifa Hospital
2523,Jennifer Bennett MD,F,2883,King Faisal Specialist Hospital & Research Centre
2524,David Mckay,F,416,King Hamad University Hospital
2525,Natalie Smith,F,1974,Mayo Clinic
2526,Stephanie Hudson,F,1984,American Mission Hospital
2527,Stephanie Ramirez,F,1339,Mayo Clinic
2528,Ronald Brown,F,2823,Al-Hilal Hospital
2529,Gloria Hill,F,502,Salamaniya Hospital
2530,Cindy Sandoval,F,677,Bahrain Defence Force Hospital
2531,Stephanie Greene,F,2253,Emirates Hospital
2532,Martha Nelson,F,1473,Dar Al Shifa Hospital
2533,Thomas Hunter,M,2194,Bahrain Defence Force Hospital
2534,Logan Moran,F,1223,Bahrain Defence Force Hospital
2535,Anthony Young,F,748,Mayo Clinic
2536,Matthew Pena,F,1959,Salamaniya Hospital
2537,Alyssa Hughes,F,2517,American Mission Hospital
2538,Norman Cisneros,M,2174,St Thomas Hospital London
2539,Michael Mcgee,F,1324,King Faisal Specialist Hospital & Research Centre
2540,Christine Tucker,M,636,Emirates Hospital
2541,Jesus Lewis,F,327,King Faisal Specialist Hospital & Research Centre
2542,Joseph Williams,F,2824,Bahrain Defence Force Hospital
2543,Michael Salinas,F,1069,Emirates Hospital
2544,David Smith,F,1575,American Mission Hospital
2545,Corey Taylor,F,671,Emirates Hospital
2546,Jonathan Petty,F,1230,King Hamad University Hospital
2547,Harry Harrell,F,1307,Dar Al Shifa Hospital
2548,Katherine Nash,F,2841,King Faisal Specialist Hospital & Research Centre
2549,Aaron Flores,M,2437,St Thomas Hospital London
2550,Steven Gray,F,1452,King Faisal Specialist Hospital & Research Centre
2551,Leslie Miller,F,2822,Dar Al Shifa Hospital
2552,Nathan Pearson,F,2371,Dar Al Shifa Hospital
2553,Karen Cervantes,F,2209,St Thomas Hospital London
2554,Zachary Hickman,F,1388,King Hamad University Hospital
2555,Emily Perry,F,2627,Salamaniya Hospital
2556,Fred Green,M,1605,Al-Hilal Hospital
2557,Paul Rodriguez,F,2327,Dar Al Shifa Hospital
2558,Paul Miller,F,1806,Al-Hilal Hospital
2559,Lauren Gonzales,M,936,Dar Al Shifa Hospital
2560,Christopher Jones,F,2604,King Hamad University Hospital
2561,Matthew Ball,F,2460,Dar Al Shifa Hospital
2562,Shane Logan,F,1601,Dar Al Shifa Hospital
2563,Tina Klein,M,2855,St Thomas Hospital London
2564,Annette Allen,M,994,Salamaniya Hospital
2565,Eric Nichols,M,274,King Faisal Specialist Hospital & Research Centre
2566,Katelyn Tran,F,2814,Dar Al Shifa Hospital
2567,Ryan Campbell,F,1444,King Hamad University Hospital
2568,Rachel Brown,F,331,St Thomas Hospital London
2569,James Moore,F,421,King Faisal Specialist Hospital & Research Centre
2570,Kelly Wall,M,1922,Emirates Hospital
2571,Brian Smith,F,400,King Faisal Specialist Hospital & Research Centre
2572,Emily Pruitt,F,2704,Dar Al Shifa Hospital
2573,Stacy Mcclain,F,1234,King Faisal Specialist Hospital & Research Centre
2574,Jamie May,F,1180,Dar Al Shifa Hospital
2575,Christina Lester,F,903,Dar Al Shifa Hospital
2576,Lisa Day,F,1662,Dar Al Shifa Hospital
2577,Karen Nguyen,F,970,Dar Al Shifa Hospital
2578,Mary Jimenez,M,1872,Emirates Hospital
2579,Grace Wilson,F,1343,Mayo Clinic
2580,Thomas Collins,F,1613,Dar Al Shifa Hospital
2581,April Miller,F,1160,Mayo Clinic
2582,Susan Gordon,F,551,Emirates Hospital
2583,Michael Mcdonald,M,2399,King Faisal Specialist Hospital & Research Centre
2584,Mark Brown,F,2804,King Faisal Specialist Hospital & Research Centre
2585,Tiffany Keller MD,F,2098,Al-Hilal Hospital
2586,Nicholas Frey,F,520,Bahrain Defence Force Hospital
2587,Michael Pittman,M,1010,King Hamad University Hospital
2588,Jose Robinson,F,204,Dar Al Shifa Hospital
2589,Franklin Thomas,M,1526,Emirates Hospital
2590,Nichole Solis,F,2516,Dar Al Shifa Hospital
2591,Tiffany Garza,M,262,Mayo Clinic
2592,Greg Sanchez,F,42,King Hamad University Hospital
2593,Denise Williams,F,2559,Emirates Hospital
2594,Tara Bennett,F,2924,St Thomas Hospital London
2595,Brenda Banks,F,829,Mayo Clinic
2596,Colleen Ward,F,823,St Thomas Hospital London
2597,Brandon Fisher,F,2171,Mayo Clinic
2598,Travis Elliott DDS,F,263,King Hamad University Hospital
2599,Bianca Liu,F,907,Emirates Hospital
2600,Jacqueline Hoover,F,1843,Mayo Clinic
2601,Patricia Smith,M,2152,Bahrain Defence Force Hospital
2602,James Warner,M,2677,Mayo Clinic
2603,Sarah Lynch,F,1974,Mayo Clinic
2604,Charles Mathews,F,1270,Al-Hilal Hospital
2605,Megan Ortiz,F,1119,Mayo Clinic
2606,Lynn Powell,F,1544,American Mission Hospital
2607,Tracy Hall,M,757,Mayo Clinic
2608,Sarah Cole,F,334,Mayo Clinic
2609,Angela Spears,M,2949,Emirates Hospital
2610,Jeff Clements,F,2115,American Mission Hospital
2611,Alfred Montgomery,F,2217,American Mission Hospital
2612,Michele Butler,F,233,Emirates Hospital
2613,Denise Mcpherson,F,640,Emirates Hospital
2614,Alexis Yates,F,2073,Dar Al Shifa Hospital
2615,Nancy King,M,2090,Al-Hilal Hospital
2616,Kenneth Reynolds,F,1972,King Faisal Specialist Hospital & Research Centre
2617,Stephanie Richardson,F,2565,King Hamad University Hospital
2618,Devin Harrell,M,1069,Emirates Hospital
2619,Heather Waters,F,934,Salamaniya Hospital
2620,Michele Cohen,F,64,Salamaniya Hospital
2621,Chad Adkins II,F,30,American Mission Hospital
2622,Crystal Collins,F,947,Dar Al Shifa Hospital
2623,Nicholas Grant,M,723,Al-Hilal Hospital
2624,John Craig,F,2520,King Faisal Specialist Hospital & Research Centre
2625,Phillip Ramirez,M,1937,St Thomas Hospital London
2626,Ashley Boyle,M,2647,Emirates Hospital
2627,Alan Robinson,F,828,King Hamad University Hospital
2628,Michelle Castro,F,1730,Salamaniya Hospital
2629,Elizabeth Green,F,1932,Dar Al Shifa Hospital
2630,Laura Roy,F,2864,King Faisal Specialist Hospital & Research Centre
2631,Kelly Howard,F,2709,Bahrain Defence Force Hospital
2632,Juan Williams,F,1994,Emirates Hospital
2633,Donna Weaver,F,1893,Emirates Hospital
2634,Michael Moore,F,1539,Dar Al Shifa Hospital
2635,Erica Parrish,F,481,Mayo Clinic
2636,Jeremy Ramirez,F,1537,King Hamad University Hospital
2637,David Richardson,F,2008,Mayo Clinic
2638,Catherine Mora,F,100,Mayo Clinic
2639,James Sherman,F,1389,American Mission Hospital
2640,Jennifer Hansen,M,848,American Mission Hospital
2641,Mrs. Rachel Rodriguez,F,181,Bahrain Defence Force Hospital
2642,Victoria Smith,M,2099,King Hamad University Hospital
2643,Erica Wolfe,F,361,King Hamad University Hospital
2644,Kathy Burns,M,1793,Al-Hilal Hospital
2645,Heather Green,F,2264,Emirates Hospital
2646,Barbara Curtis,F,1781,King Faisal Specialist Hospital & Research Centre
2647,Alexis Porter,F,1139,Bahrain Defence Force Hospital
2648,Nathan Bowman,M,1542,King Hamad University Hospital
2649,William Koch,F,1608,King Hamad University Hospital
2650,Lauren Smith,F,2284,King Hamad University Hospital
2651,Heather Gregory,F,1077,Dar Al Shifa Hospital
2652,Tony Wheeler,F,54,Dar Al Shifa Hospital
2653,Joseph Brown,M,793,Bahrain Defence Force Hospital
2654,Hailey Stevens,M,1281,King Faisal Specialist Hospital & Research Centre
2655,Barbara Williams,F,2166,St Thomas Hospital London
2656,Pamela Henson,F,2835,Salamaniya Hospital
2657,Michael Cardenas,F,2372,St Thomas Hospital London
2658,Maureen Evans,F,623,King Faisal Specialist Hospital & Research Centre
2659,Christine Hall,F,2423,Salamaniya Hospital
2660,Samuel Lewis,F,7,Emirates Hospital
2661,Laura Hall,M,821,Mayo Clinic
2662,Tristan Suarez,F,960,American Mission Hospital
2663,Linda Floyd,F,424,Al-Hilal Hospital
2664,Anthony Alexander,F,2500,Mayo Clinic
2665,Craig Howard,F,931,St Thomas Hospital London
2666,Katrina Nguyen,F,2015,King Faisal Specialist Hospital & Research Centre
2667,Tyler Andrews,F,322,Emirates Hospital
2668,Joshua Harmon,M,2330,Al-Hilal Hospital
2669,Brian Neal,F,2179,Dar Al Shifa Hospital
2670,Jacob Jones,F,1662,Dar Al Shifa Hospital
2671,David Johnson,F,2887,Al-Hilal Hospital
2672,Kelly Dickson,F,2696,Dar Al Shifa Hospital
2673,Jasmine Neal,F,1208,Al-Hilal Hospital
2674,Misty Gutierrez,F,2367,Bahrain Defence Force Hospital
2675,Karen Allen,F,1575,American Mission Hospital
2676,Madeline Higgins,F,1772,King Hamad University Hospital
2677,Jeffrey Mcintyre,M,677,Bahrain Defence Force Hospital
2678,Rose Townsend,F,2224,Bahrain Defence Force Hospital
2679,Willie Meza,F,588,Salamaniya Hospital
2680,Jaclyn Becker,F,787,Mayo Clinic
2681,Caitlin Brown,F,8,American Mission Hospital
2682,Christy Dickerson,F,882,Salamaniya Hospital
2683,Kenneth Stewart,F,1509,Bahrain Defence Force Hospital
2684,Cory Richardson,F,326,Dar Al Shifa Hospital
2685,Cynthia Henry,F,2576,Mayo Clinic
2686,Lisa Delacruz,F,1566,King Hamad University Hospital
2687,Douglas Conway,F,1693,St Thomas Hospital London
2688,Christian Coleman,F,2262,King Faisal Specialist Hospital & Research Centre
2689,Dr. Daniel Hampton,F,1366,Bahrain Defence Force Hospital
2690,Michael Carpenter,M,1630,American Mission Hospital
2691,Lauren Hernandez,F,1903,King Faisal Specialist Hospital & Research Centre
2692,Angela Williams,M,303,Bahrain Defence Force Hospital
2693,Vincent Reyes,F,780,Emirates Hospital
2694,Regina Christian,F,1100,Emirates Hospital
2695,Renee Kelly,F,1672,Dar Al Shifa Hospital
2696,Lindsay Brennan,F,1209,American Mission Hospital
2697,Leonard Miller,F,1428,Al-Hilal Hospital
2698,Jamie Mathews,M,1413,Emirates Hospital
2699,Adam Reilly,M,2048,King Faisal Specialist Hospital & Research Centre
2700,Mr. Brian Harper,F,1353,Al-Hilal Hospital
2701,Robert Barnes,F,662,Al-Hilal Hospital
2702,David Hensley,F,2674,Al-Hilal Hospital
2703,Paul Brown,F,2314,Dar Al Shifa Hospital
2704,Stephanie Jackson,F,886,Al-Hilal Hospital
2705,Erin Cooley,F,2627,Salamaniya Hospital
2706,Tracie Neal,F,2632,Bahrain Defence Force Hospital
2707,Deanna Madden,F,2843,American Mission Hospital
2708,Judith Boyle,F,1476,St Thomas Hospital London
2709,Kathleen Hart,F,2239,Al-Hilal Hospital
2710,Caitlin Benson,F,2081,King Faisal Specialist Hospital & Research Centre
2711,Mike Barnes,M,1167,Bahrain Defence Force Hospital
2712,Derek Miller,M,1135,Bahrain Defence Force Hospital
2713,Ana Mitchell,F,1233,St Thomas Hospital London
2714,Christina Richardson,F,198,Al-Hilal Hospital
2715,Judy Roth,F,946,Mayo Clinic
2716,Brittany Barrera,F,533,King Hamad University Hospital
2717,Edward Cordova,F,2404,Emirates Hospital
2718,Christine Johnson,F,2603,King Hamad University Hospital
2719,Holly Cole,F,1902,American Mission Hospital
2720,Meghan Proctor,M,1740,Dar Al Shifa Hospital
2721,Michelle Juarez,M,1084,Emirates Hospital
2722,Lacey Caldwell,F,653,King Faisal Specialist Hospital & Research Centre
2723,Douglas Johnson,F,2613,Salamaniya Hospital
2724,Gregory Owens,F,2208,St Thomas Hospital London
2725,Daniel Jones,M,96,American Mission Hospital
2726,Faith Jones,M,1495,King Faisal Specialist Hospital & Research Centre
2727,Sarah Villa,F,2512,Salamaniya Hospital
2728,Shawn Hood,F,1548,King Hamad University Hospital
2729,Angel Warner,F,653,King Faisal Specialist Hospital & Research Centre
2730,Sara Farmer,F,1558,American Mission Hospital
2731,Renee Ward,F,2388,Bahrain Defence Force Hospital
2732,Carol Dodson,F,373,Dar Al Shifa Hospital
2733,William Parsons,F,2576,Mayo Clinic
2734,Angel Jones,F,2165,Emirates Hospital
2735,Jose Clark,F,1074,American Mission Hospital
2736,Caitlin Kaufman,F,866,King Faisal Specialist Hospital & Research Centre
2737,Allison Smith,F,1530,King Hamad University Hospital
2738,William Garcia,M,1923,Salamaniya Hospital
2739,Anthony Acosta,M,76,Bahrain Defence Force Hospital
2740,Jimmy Thompson,F,104,King Faisal Specialist Hospital & Research Centre
2741,Leah Carroll,F,1985,King Faisal Specialist Hospital & Research Centre
2742,Lindsey Hernandez,F,2542,St Thomas Hospital London
2743,Rachel Rogers,F,1187,Bahrain Defence Force Hospital
2744,Amanda Thompson,M,2824,Bahrain Defence Force Hospital
2745,Matthew Burton,M,323,King Hamad University Hospital
2746,Alexandra Martinez,F,895,Emirates Hospital
2747,Michael Guzman,F,1363,Mayo Clinic
2748,Erica Sanders,M,1694,Al-Hilal Hospital
2749,Alicia Coleman,F,1572,Salamaniya Hospital
2750,Mark Mills,F,537,Bahrain Defence Force Hospital
2751,Steven Lucas,F,2212,Bahrain Defence Force Hospital
2752,Victor Vargas,F,1673,Mayo Clinic
2753,Dakota Jones,M,483,St Thomas Hospital London
2754,Amanda Jones,F,1543,Salamaniya Hospital
2755,Stephanie Morgan,M,2962,King Hamad University Hospital
2756,Heather Dalton,F,1258,King Hamad University Hospital
2757,Xavier Gay DVM,F,1964,St Thomas Hospital London
2758,Melissa Gordon,F,2434,American Mission Hospital
2759,Ronald Payne,F,1615,St Thomas Hospital London
2760,Mark Taylor,F,1648,American Mission Hospital
2761,April Sherman,F,1527,American Mission Hospital
2762,Jill Lara,F,959,King Hamad University Hospital
2763,Tonya Richmond,F,2894,King Faisal Specialist Hospital & Research Centre
2764,Samantha Harris,F,2839,King Faisal Specialist Hospital & Research Centre
2765,Margaret Vaughn,F,822,King Faisal Specialist Hospital & Research Centre
2766,Priscilla Campos,M,328,Dar Al Shifa Hospital
2767,Shannon Perez,F,1242,Salamaniya Hospital
2768,Joseph Stafford Jr.,F,1800,Al-Hilal Hospital
2769,Sally Wilson,F,1486,St Thomas Hospital London
2770,Rebecca Dunn,F,2529,King Faisal Specialist Hospital & Research Centre
2771,Karen Schmidt,M,185,King Hamad University Hospital
2772,Crystal Nicholson,F,671,Emirates Hospital
2773,Shannon Hudson,F,1451,Emirates Hospital
2774,Laura Griffith,F,583,Dar Al Shifa Hospital
2775,James Gardner,F,2789,King Faisal Specialist Hospital & Research Centre
2776,Steven Rivera,M,2512,Salamaniya Hospital
2777,Alex Miles,M,960,American Mission Hospital
2778,Christopher Fleming,F,2887,Al-Hilal Hospital
2779,Lisa Tucker,F,75,King Hamad University Hospital
2780,Kevin Lee,F,832,American Mission Hospital
2781,Darlene Brown,F,1202,Emirates Hospital
2782,Andrew Dixon,F,2931,King Faisal Specialist Hospital & Research Centre
2783,Tyler Taylor,F,1966,American Mission Hospital
2784,Steven Griffin,F,2676,Emirates Hospital
2785,Christina Torres,F,2621,Al-Hilal Hospital
2786,Louis Shields,F,2258,King Faisal Specialist Hospital & Research Centre
2787,Michael Humphrey,F,374,Al-Hilal Hospital
2788,Aaron Nelson,F,1284,St Thomas Hospital London
2789,Melissa Sanders,F,668,Bahrain Defence Force Hospital
2790,Edward Flores,M,2725,Salamaniya Hospital
2791,Sherry Clark,M,2681,Salamaniya Hospital
2792,Paul Baker,F,1580,St Thomas Hospital London
2793,Glenn Wilson,M,677,Bahrain Defence Force Hospital
2794,Donald Haynes,F,1627,Mayo Clinic
2795,Bradley Smith,M,2733,Emirates Hospital
2796,Matthew Mora PhD,F,1179,Mayo Clinic
2797,Jessica Washington,F,238,Emirates Hospital
2798,Vickie Brooks,F,644,Emirates Hospital
2799,Robert King,F,794,Emirates Hospital
2800,Tommy Evans,M,366,Mayo Clinic
2801,Maria Hernandez,F,883,King Faisal Specialist Hospital & Research Centre
2802,Mr. Andrew Burnett,F,712,St Thomas Hospital London
2803,Alicia Haney,M,101,Dar Al Shifa Hospital
2804,Carmen Rivera,F,2237,King Hamad University Hospital
2805,Daniel Guerra,F,1398,King Hamad University Hospital
2806,Melissa Winters,F,352,King Faisal Specialist Hospital & Research Centre
2807,Vicki Scott,F,820,Bahrain Defence Force Hospital
2808,Debbie Fleming,F,1382,Dar Al Shifa Hospital
2809,Eric Schultz,F,430,King Faisal Specialist Hospital & Research Centre
2810,Steven Garza,F,2194,Bahrain Defence Force Hospital
2811,Pamela Gonzalez,M,421,King Faisal Specialist Hospital & Research Centre
2812,Jacob Lynch,F,443,Mayo Clinic
2813,Victoria Kelly,F,28,Dar Al Shifa Hospital
2814,Vincent Steele,F,1764,American Mission Hospital
2815,Jennifer Wilson,M,2793,Al-Hilal Hospital
2816,Katherine Robinson,M,2881,Dar Al Shifa Hospital
2817,Lisa Preston,F,172,Dar Al Shifa Hospital
2818,Melinda Arnold,F,501,King Hamad University Hospital
2819,Thomas Bowman,F,422,King Hamad University Hospital
2820,Debbie Johnson,M,2096,Al-Hilal Hospital
2821,Stephanie Berg,F,2870,American Mission Hospital
2822,Anthony Lamb,M,2803,Bahrain Defence Force Hospital
2823,Luis Lewis,F,1510,King Hamad University Hospital
2824,Brandon Baldwin,F,292,Al-Hilal Hospital
2825,John Caldwell,F,1456,Dar Al Shifa Hospital
2826,Mary Tanner,F,856,Al-Hilal Hospital
2827,Leslie Patel,M,357,American Mission Hospital
2828,Frederick Torres,F,73,Bahrain Defence Force Hospital
2829,Rebekah Webster,F,2679,Salamaniya Hospital
2830,Samuel Haley,M,907,Emirates Hospital
2831,Emily Wilson MD,F,2029,Salamaniya Hospital
2832,Kevin Cox,F,2390,King Hamad University Hospital
2833,Justin Hill,F,2937,Al-Hilal Hospital
2834,David Palmer,F,1810,Mayo Clinic
2835,John Harrington,M,1899,Bahrain Defence Force Hospital
2836,Brenda Dixon,F,1924,Emirates Hospital
2837,Ryan King,F,429,Bahrain Defence Force Hospital
2838,Spencer Cruz,M,857,Dar Al Shifa Hospital
2839,Douglas Rodriguez,F,1857,American Mission Hospital
2840,Christina Stewart,F,2295,Bahrain Defence Force Hospital
2841,Jake Leonard,F,1329,Emirates Hospital
2842,Scott Hernandez,F,915,Bahrain Defence Force Hospital
2843,Amanda Booth,F,2650,King Hamad University Hospital
2844,Courtney Cannon,F,1426,Bahrain Defence Force Hospital
2845,Melanie Davis,M,1975,Bahrain Defence Force Hospital
2846,Sandra Park,F,2589,Salamaniya Hospital
2847,Courtney Williamson,F,2634,Bahrain Defence Force Hospital
2848,Scott Edwards,F,1293,Salamaniya Hospital
2849,Kevin Johnson,M,1962,Salamaniya Hospital
2850,Leonard Collins,F,2421,St Thomas Hospital London
2851,Tiffany Young,M,523,Salamaniya Hospital
2852,Lauren Martin,F,553,Dar Al Shifa Hospital
2853,Karla Hunt,M,1793,Al-Hilal Hospital
2854,Christine Moore,F,1468,Emirates Hospital
2855,Richard Allison,F,1764,American Mission Hospital
2856,Autumn Adams,F,263,King Hamad University Hospital
2857,Kristen Williams,F,2900,Emirates Hospital
2858,Martin Walker,F,2815,American Mission Hospital
2859,Caroline Brown,F,718,Dar Al Shifa Hospital
2860,Kimberly Wright,F,556,King Hamad University Hospital
2861,Cameron Murray,F,1948,Al-Hilal Hospital
2862,Melinda Whitaker,M,510,Emirates Hospital
2863,William Hall,M,432,American Mission Hospital
2864,Christopher Watson,F,104,King Faisal Specialist Hospital & Research Centre
2865,Jason Aguilar,F,343,Emirates Hospital
2866,Robert Green,F,1457,Mayo Clinic
2867,Amy Hunt,F,709,King Hamad University Hospital
2868,Angela Santana,F,2189,American Mission Hospital
2869,Matthew Williams,F,752,Salamaniya Hospital
2870,Joel Reeves,F,1584,Mayo Clinic
2871,Richard Turner,F,2568,American Mission Hospital
2872,Kimberly Clark,F,904,Dar Al Shifa Hospital
2873,Nancy Wallace,F,1828,Dar Al Shifa Hospital
2874,Heather Dudley,F,2610,Salamaniya Hospital
2875,Timothy Martin,F,523,Salamaniya Hospital
2876,Rebecca Long,M,574,Salamaniya Hospital
2877,Stephen Hendricks,M,957,Emirates Hospital
2878,Robert Padilla,F,1375,Mayo Clinic
2879,Allen Trevino,F,1554,King Faisal Specialist Hospital & Research Centre
2880,Luis Fitzgerald,F,1363,Mayo Clinic
2881,Sara Ross,F,20,King Hamad University Hospital
2882,Ashley Coleman,M,1457,Mayo Clinic
2883,Isaiah Clark,M,145,American Mission Hospital
2884,Peter Weiss,F,412,Bahrain Defence Force Hospital
2885,Lisa Mccormick,F,555,Emirates Hospital
2886,Heather Marshall,F,2850,King Faisal Specialist Hospital & Research Centre
2887,Alyssa Gomez,F,1822,Bahrain Defence Force Hospital
2888,Alexander Peterson,F,2850,King Faisal Specialist Hospital & Research Centre
2889,Kaitlin Walters,F,1483,Dar Al Shifa Hospital
2890,Taylor Neal,F,2631,Salamaniya Hospital
2891,Robert Smith,M,470,St Thomas Hospital London
2892,Leslie Lloyd,M,2753,Al-Hilal Hospital
2893,Bianca Jones,F,1507,American Mission Hospital
2894,Jeremiah Holmes,F,1596,St Thomas Hospital London
2895,Ethan Ruiz,F,943,King Faisal Specialist Hospital & Research Centre
2896,Thomas Cooke,F,2493,Emirates Hospital
2897,Anthony Scott,M,2634,Bahrain Defence Force Hospital
2898,Kristina Estes,F,2697,St Thomas Hospital London
2899,Jennifer Perry,F,1575,American Mission Hospital
2900,Christine Lewis,F,2985,Salamaniya Hospital
2901,Sharon Flores,F,2595,Emirates Hospital
2902,Rebecca Williams,F,1110,Mayo Clinic
2903,Danny Sutton,M,2367,Bahrain Defence Force Hospital
2904,Robert Boyer,F,929,Emirates Hospital
2905,Jeanette Chandler,F,2927,Salamaniya Hospital
2906,William Smith,F,1776,Emirates Hospital
2907,Nathan Watson,F,2040,Salamaniya Hospital
2908,Amy Roman,F,1226,Mayo Clinic
2909,Jordan Burke,F,2068,Mayo Clinic
2910,Christina Mejia,F,1910,Salamaniya Hospital
2911,Robert Carter,F,1781,King Faisal Specialist Hospital & Research Centre
2912,Lindsay Jensen,F,2973,American Mission Hospital
2913,Daniel Gibson,F,2912,St Thomas Hospital London
2914,Bill Anderson,F,2704,Dar Al Shifa Hospital
2915,Kelly Pena,M,372,Mayo Clinic
2916,Anthony Wright,M,2807,Dar Al Shifa Hospital
2917,Jose Curtis,F,2900,Emirates Hospital
2918,Rachael Perry,F,2948,Dar Al Shifa Hospital
2919,Alyssa Parker,F,2081,King Faisal Specialist Hospital & Research Centre
2920,Tanner Martin,F,2864,King Faisal Specialist Hospital & Research Centre
2921,Jennifer Barrett,M,342,Bahrain Defence Force Hospital
2922,Eric Rodriguez,F,400,King Faisal Specialist Hospital & Research Centre
2923,Russell Davenport,F,761,Bahrain Defence Force Hospital
2924,Matthew Parks,F,1365,Salamaniya Hospital
2925,Rachel Nguyen,F,2111,King Hamad University Hospital
2926,Julie Baldwin,F,1079,Emirates Hospital
2927,Jennifer Gonzalez,F,1271,King Hamad University Hospital
